,Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Mühərrikin gücü,Yanacaq növü,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Qiymət,K,r,e,d,i,t
7153,Bakı,Toyota,Prado,2010,Offroader / SUV,Ağ,2.7 L,167 a.g.,Benzin,100 000 km,Avtomat,Tam,Xeyr,26 000 $,,,,,,
7154,Bakı,Kia,Sorento,2010,Offroader / SUV,Gümüşü,2.0 L,184 a.g.,Dizel,165 000 km,Avtomat,Ön,Xeyr,25 900 AZN,,,,,,
7155,Bakı,Mercedes,C 220,1996,Sedan,Göy,2.2 L,150 a.g.,Benzin,220 000 km,Avtomat,Arxa,Xeyr,11 500 AZN,,,,,,
7156,Bakı,Hyundai,Santa Fe,2013,Offroader / SUV,Qara,2.4 L,175 a.g.,Benzin,142 142 km,Avtomat,Tam,Xeyr,33 700 AZN,,,,,,
7157,Sumqayıt,Hyundai,Sonata,2002,Sedan,Ağ,2.4 L,150 a.g.,Benzin,318 220 km,Avtomat,Ön,Xeyr,8 500 AZN,,,,,,
7158,Bakı,LADA (VAZ),2107,2011,Sedan,Ağ,1.6 L,75 a.g.,Benzin,88 354 km,Mexaniki,Arxa,Xeyr,8 000 AZN,,,,,,
7159,Salyan,Renault,Symbol,2008,Sedan,Gümüşü,1.4 L,98 a.g.,Benzin,11 000 km,Mexaniki,Arxa,Xeyr,6 200 AZN,,,,,,
7160,Bakı,Mitsubishi,Pajero,2007,Offroader / SUV,Ağ,3.0 L,190 a.g.,Benzin,251 557 km,Avtomat,Tam,Xeyr,24 600 AZN,,,,,,
7161,Bakı,Nissan,Sunny,2014,Sedan,Ağ,1.5 L,99 a.g.,Benzin,111 115 km,Avtomat,Ön,Xeyr,17 600 AZN,,,,,,
7162,Goranboy,LADA (VAZ),2107,1990,Sedan,Ağ,1.5 L,65 a.g.,Benzin,455 646 km,Mexaniki,Tam,Xeyr,2 850 AZN,,,,,,
7163,Bakı,Kia,Optima,2012,Sedan,Gümüşü,2.0 L,274 a.g.,Benzin,96 536 km,Avtomat,Ön,Xeyr,20 700 AZN,,,,,,
7164,Sumqayıt,Kia,Sorento,2009,Offroader / SUV,Gümüşü,2.0 L,184 a.g.,Dizel,219 000 km,Avtomat,Ön,Xeyr,27 900 AZN,,,,,,
7165,Bakı,Volkswagen,ID.4,2021,Offroader / SUV,Yaş Asfalt,0.0 L,201 a.g.,Elektro,0 km,Avtomat,Arxa,Bəli,42 500 $,,,,,,
7166,Bakı,Toyota,C-HR,2021,Offroader / SUV,Göy,2.0 L,152 a.g.,Benzin,2 700 km,Avtomat,Ön,Xeyr,28 800 $,,,,,,
7167,Bakı,BMW,X6 M,2020,Offroader / SUV,Boz,4.4 L,625 a.g.,Benzin,7 000 km,Avtomat,Tam,Xeyr,169 500 $,,,,,,
7168,Bakı,Kia,Ceed,2011,Universal,Qara,1.6 L,128 a.g.,Dizel,212 000 km,Mexaniki,Ön,Xeyr,16 800 AZN,,,,,,
7169,Bakı,Kia,Sorento,2012,Offroader / SUV,Gümüşü,2.0 L,184 a.g.,Dizel,230 000 km,Avtomat,Ön,Xeyr,24 800 AZN,,,,,,
7170,Bakı,Hyundai,Veloster,2020,Hetçbek / Liftbek,Boz,1.6 L,204 a.g.,Benzin,35 000 km,Avtomat,Ön,Xeyr,27 000 $,,,,,,
7171,Bakı,Audi,Q5,2010,Offroader / SUV,Ağ,2.0 L,211 a.g.,Benzin,100 000 km,Avtomat,Tam,Xeyr,28 800 AZN,,,,,,
7172,Bakı,Mercedes,E 200,2013,Sedan,Qara,2.0 L,184 a.g.,Benzin,249 000 km,Avtomat,Arxa,Xeyr,23 900 $,,,,,,
7173,Bakı,Ford,Fusion,2014,Sedan,Tünd qırmızı,2.0 L,240 a.g.,Benzin,109 000 km,Avtomat,Ön,Xeyr,20 400 AZN,,,,,,
7174,Bakı,BMW,328,2014,Universal,Yaş Asfalt,2.0 L,245 a.g.,Benzin,108 000 km,Avtomat,Tam,Xeyr,19 500 $,,,,,,
7175,Bakı,BMW,X5,2022,Offroader / SUV,Qara,3.0 L,340 a.g.,Benzin,0 km,Avtomat,Tam,Bəli,115 000 $,,,,,,
7176,Bakı,Kia,Rio,2006,Hetçbek / Liftbek,Ağ,1.4 L,97 a.g.,Benzin,185 000 km,Mexaniki,Ön,Xeyr,9 500 AZN,,,,,,
7177,Bakı,Lexus,GS 350,2010,Sedan,Ağ,3.5 L,250 a.g.,Benzin,98 900 km,Avtomat,Arxa,Xeyr,19 900 AZN,,,,,,
7178,Bakı,Lexus,ES 250,2022,Sedan,Qara,2.5 L,208 a.g.,Benzin,0 km,Avtomat,Ön,Bəli,66 000 $,,,,,,
7179,Bakı,Mitsubishi,Pajero,2007,Offroader / SUV,Gümüşü,3.0 L,178 a.g.,Benzin,154 000 km,Avtomat,Tam,Xeyr,22 000 AZN,,,,,,
7180,Bakı,Ford,Fusion,2014,Sedan,Qara,1.5 L,181 a.g.,Benzin,94 000 km,Avtomat,Ön,Xeyr,19 900 AZN,,,,,,
7181,Bakı,Opel,Astra,2006,Universal,Yaş Asfalt,1.4 L,90 a.g.,Benzin,163 000 km,Mexaniki,Ön,Xeyr,12 000 AZN,,,,,,
7182,Bakı,Mercedes,E 220,2006,Sedan,Qara,2.2 L,170 a.g.,Dizel,207 000 km,Avtomat,Arxa,Xeyr,24 300 AZN,,,,,,
7183,Bakı,Nissan,Pathfinder,2008,Offroader / SUV,Yaş Asfalt,2.5 L,174 a.g.,Dizel,235 000 km,Avtomat,Tam,Xeyr,27 500 AZN,,,,,,
7184,Bakı,Chevrolet,Cruze,2014,Sedan,Qızılı,1.4 L,141 a.g.,Benzin,239 000 km,Avtomat,Ön,Xeyr,14 000 AZN,,,,,,
7185,Bakı,Hyundai,Sonata,2017,Sedan,Yaş Asfalt,2.4 L,181 a.g.,Benzin,139 300 km,Avtomat,Ön,Xeyr,35 700 AZN,,,,,,
7186,Bakı,Land Rover,Range Rover,2011,Offroader / SUV,Qara,5.0 L,510 a.g.,Benzin,95 142 km,Avtomat,Tam,Xeyr,35 300 $,,,,,,
7187,Bakı,Kia,Sorento,2011,Offroader / SUV,Qara,2.0 L,184 a.g.,Dizel,70 000 km,Avtomat,Ön,Xeyr,26 300 AZN,,,,,,
7188,Bakı,Mercedes,C 240,1998,Sedan,Gümüşü,2.4 L,170 a.g.,Benzin,309 000 km,Avtomat,Arxa,Xeyr,9 900 AZN,,,,,,
7189,Bakı,Toyota,Prado,2010,Offroader / SUV,Ağ,2.7 L,167 a.g.,Benzin,100 000 km,Avtomat,Tam,Xeyr,26 000 $,,,,,,
7190,Bakı,Kia,Sorento,2010,Offroader / SUV,Gümüşü,2.0 L,184 a.g.,Dizel,165 000 km,Avtomat,Ön,Xeyr,25 900 AZN,,,,,,
7191,Bakı,Mercedes,C 220,1996,Sedan,Göy,2.2 L,150 a.g.,Benzin,220 000 km,Avtomat,Arxa,Xeyr,11 500 AZN,,,,,,
7192,Bakı,Hyundai,Santa Fe,2013,Offroader / SUV,Qara,2.4 L,175 a.g.,Benzin,142 142 km,Avtomat,Tam,Xeyr,33 700 AZN,,,,,,
7193,Sumqayıt,Hyundai,Sonata,2002,Sedan,Ağ,2.4 L,150 a.g.,Benzin,318 220 km,Avtomat,Ön,Xeyr,8 500 AZN,,,,,,
7194,Bakı,LADA (VAZ),2107,2011,Sedan,Ağ,1.6 L,75 a.g.,Benzin,88 354 km,Mexaniki,Arxa,Xeyr,8 000 AZN,,,,,,
7195,Salyan,Renault,Symbol,2008,Sedan,Gümüşü,1.4 L,98 a.g.,Benzin,11 000 km,Mexaniki,Arxa,Xeyr,6 200 AZN,,,,,,
7196,Bakı,Mitsubishi,Pajero,2007,Offroader / SUV,Ağ,3.0 L,190 a.g.,Benzin,251 557 km,Avtomat,Tam,Xeyr,24 600 AZN,,,,,,
7197,Bakı,Nissan,Sunny,2014,Sedan,Ağ,1.5 L,99 a.g.,Benzin,111 115 km,Avtomat,Ön,Xeyr,17 600 AZN,,,,,,
7198,Goranboy,LADA (VAZ),2107,1990,Sedan,Ağ,1.5 L,65 a.g.,Benzin,455 646 km,Mexaniki,Tam,Xeyr,2 850 AZN,,,,,,
7199,Bakı,Kia,Optima,2012,Sedan,Gümüşü,2.0 L,274 a.g.,Benzin,96 536 km,Avtomat,Ön,Xeyr,20 700 AZN,,,,,,
7200,Bakı,Mercedes,G 350,2011,Offroader / SUV,Qara,3.0 L,211 a.g.,Dizel,195 000 km,Avtomat,Tam,Xeyr,54 500 $,,,,,,
7201,Bakı,LADA (VAZ),Vesta SW Cross,2021,Offroader / SUV,Qəhvəyi,1.6 L,113 a.g.,Benzin,0 km,Avtomat,Ön,Bəli,29 600 AZN,,,,,,
7202,Bakı,Toyota,Camry,2017,Sedan,Ağ,2.5 L,181 a.g.,Benzin,39 500 km,Avtomat,Ön,Xeyr,49 900 AZN,,,,,,
7203,Bakı,LADA (VAZ),Granta,2022,Sedan,Yaş Asfalt,1.6 L,106 a.g.,Benzin,0 km,Avtomat,Ön,Bəli,19 900 AZN,,,,,,
7204,Bakı,Toyota,Prius,2013,Hetçbek / Liftbek,Ağ,1.8 L,99 a.g.,Hibrid,173 000 km,Variator,Ön,Xeyr,19 700 AZN,,,,,,
7205,Bakı,BMW,X5,2020,Offroader / SUV,Qara,2.0 L,231 a.g.,Dizel,34 000 km,Avtomat,Tam,Xeyr,73 500 $,,,,,,
7206,Bakı,Mercedes,190,1991,Sedan,Yaş Asfalt,2.0 L,122 a.g.,Benzin,369 985 km,Avtomat,Arxa,Xeyr,6 300 AZN,,,,,,
7207,Bakı,Mercedes,GLS 450,2020,Offroader / SUV,Qara,3.0 L,367 a.g.,Benzin,27 000 km,Avtomat,Tam,Xeyr,132 000 $,,,,,,
7208,Bakı,Mercedes,E 320,2000,Sedan,Göy,3.2 L,224 a.g.,Benzin,367 755 km,Avtomat,Arxa,Xeyr,12 500 AZN,,,,,,
7209,Bakı,Porsche,Cayenne S,2014,Offroader / SUV,Ağ,3.6 L,420 a.g.,Benzin,82 000 km,Avtomat,Tam,Xeyr,48 900 $,,,,,,
7210,Bakı,LADA (VAZ),2107,2008,Sedan,Ağ,1.6 L,75 a.g.,Benzin,185 480 km,Mexaniki,Arxa,Xeyr,7 400 AZN,,,,,,
7211,Bakı,Toyota,Prado,2011,Offroader / SUV,Ağ,3.0 L,190 a.g.,Dizel,184 000 km,Avtomat,Tam,Xeyr,35 500 $,,,,,,
7212,Bakı,Kia,Rio,2006,Hetçbek / Liftbek,Ağ,1.4 L,97 a.g.,Benzin,185 000 km,Mexaniki,Ön,Xeyr,9 500 AZN,,,,,,
7213,Bakı,Lexus,GS 350,2010,Sedan,Ağ,3.5 L,250 a.g.,Benzin,98 900 km,Avtomat,Arxa,Xeyr,19 900 AZN,,,,,,
7214,Bakı,Lexus,ES 250,2022,Sedan,Qara,2.5 L,208 a.g.,Benzin,0 km,Avtomat,Ön,Bəli,66 000 $,,,,,,
7215,Bakı,Mitsubishi,Pajero,2007,Offroader / SUV,Gümüşü,3.0 L,178 a.g.,Benzin,154 000 km,Avtomat,Tam,Xeyr,22 000 AZN,,,,,,
7216,Bakı,Ford,Fusion,2014,Sedan,Qara,1.5 L,181 a.g.,Benzin,94 000 km,Avtomat,Ön,Xeyr,19 900 AZN,,,,,,
7217,Bakı,Opel,Astra,2006,Universal,Yaş Asfalt,1.4 L,90 a.g.,Benzin,163 000 km,Mexaniki,Ön,Xeyr,12 000 AZN,,,,,,
7218,Bakı,Mercedes,E 220,2006,Sedan,Qara,2.2 L,170 a.g.,Dizel,207 000 km,Avtomat,Arxa,Xeyr,24 300 AZN,,,,,,
7219,Bakı,Nissan,Pathfinder,2008,Offroader / SUV,Yaş Asfalt,2.5 L,174 a.g.,Dizel,235 000 km,Avtomat,Tam,Xeyr,27 500 AZN,,,,,,
7220,Bakı,Chevrolet,Cruze,2014,Sedan,Qızılı,1.4 L,141 a.g.,Benzin,239 000 km,Avtomat,Ön,Xeyr,14 000 AZN,,,,,,
7221,Bakı,Hyundai,Sonata,2017,Sedan,Yaş Asfalt,2.4 L,181 a.g.,Benzin,139 300 km,Avtomat,Ön,Xeyr,35 700 AZN,,,,,,
7222,Bakı,Land Rover,Range Rover,2011,Offroader / SUV,Qara,5.0 L,510 a.g.,Benzin,95 142 km,Avtomat,Tam,Xeyr,35 300 $,,,,,,
7223,Bakı,Kia,Sorento,2011,Offroader / SUV,Qara,2.0 L,184 a.g.,Dizel,70 000 km,Avtomat,Ön,Xeyr,26 300 AZN,,,,,,
7224,Bakı,Mercedes,C 240,1998,Sedan,Gümüşü,2.4 L,170 a.g.,Benzin,309 000 km,Avtomat,Arxa,Xeyr,9 900 AZN,,,,,,
7225,Bakı,Toyota,Prado,2010,Offroader / SUV,Ağ,2.7 L,167 a.g.,Benzin,100 000 km,Avtomat,Tam,Xeyr,26 000 $,,,,,,
7226,Bakı,Kia,Sorento,2010,Offroader / SUV,Gümüşü,2.0 L,184 a.g.,Dizel,165 000 km,Avtomat,Ön,Xeyr,25 900 AZN,,,,,,
7227,Bakı,Mercedes,C 220,1996,Sedan,Göy,2.2 L,150 a.g.,Benzin,220 000 km,Avtomat,Arxa,Xeyr,11 500 AZN,,,,,,
7228,Bakı,Hyundai,Santa Fe,2013,Offroader / SUV,Qara,2.4 L,175 a.g.,Benzin,142 142 km,Avtomat,Tam,Xeyr,33 700 AZN,,,,,,
7229,Sumqayıt,Hyundai,Sonata,2002,Sedan,Ağ,2.4 L,150 a.g.,Benzin,318 220 km,Avtomat,Ön,Xeyr,8 500 AZN,,,,,,
7230,Bakı,LADA (VAZ),2107,2011,Sedan,Ağ,1.6 L,75 a.g.,Benzin,88 354 km,Mexaniki,Arxa,Xeyr,8 000 AZN,,,,,,
7231,Salyan,Renault,Symbol,2008,Sedan,Gümüşü,1.4 L,98 a.g.,Benzin,11 000 km,Mexaniki,Arxa,Xeyr,6 200 AZN,,,,,,
7232,Bakı,Mitsubishi,Pajero,2007,Offroader / SUV,Ağ,3.0 L,190 a.g.,Benzin,251 557 km,Avtomat,Tam,Xeyr,24 600 AZN,,,,,,
7233,Bakı,Nissan,Sunny,2014,Sedan,Ağ,1.5 L,99 a.g.,Benzin,111 115 km,Avtomat,Ön,Xeyr,17 600 AZN,,,,,,
7234,Goranboy,LADA (VAZ),2107,1990,Sedan,Ağ,1.5 L,65 a.g.,Benzin,455 646 km,Mexaniki,Tam,Xeyr,2 850 AZN,,,,,,
7235,Bakı,Kia,Optima,2012,Sedan,Gümüşü,2.0 L,274 a.g.,Benzin,96 536 km,Avtomat,Ön,Xeyr,20 700 AZN,,,,,,
7236,Bakı,Nissan,Sunny,2022,Sedan,Boz,1.6 L,120 a.g.,Benzin,0 km,Avtomat,Ön,Bəli,33 900 AZN,,,,,,
7237,Bakı,Toyota,C-HR,2021,Offroader / SUV,Göy,2.0 L,152 a.g.,Benzin,2 700 km,Avtomat,Ön,Xeyr,28 800 $,,,,,,
7238,Bakı,Kia,Sportage,2010,Offroader / SUV,Boz,2.0 L,184 a.g.,Dizel,245 000 km,Avtomat,Tam,Xeyr,25 500 AZN,,,,,,
7239,Bakı,Mitsubishi,L 200,2010,Pikap,Boz,3.5 L,186 a.g.,Benzin,180 000 km,Avtomat,Tam,Xeyr,34 000 AZN,,,,,,
7240,Bakı,Toyota,Corolla,2007,Hetçbek / Liftbek,Gümüşü,1.4 L,90 a.g.,Dizel,204 000 km,Mexaniki,Ön,Xeyr,13 900 AZN,,,,,,
7241,Bakı,Toyota,Prius,2007,Hetçbek / Liftbek,Qara,1.5 L,76 a.g.,Hibrid,167 700 km,Avtomat,Ön,Xeyr,13 500 AZN,,,,,,
7242,Bakı,BMW,528,2015,Sedan,Qara,2.0 L,245 a.g.,Benzin,188 293 km,Avtomat,Ön,Xeyr,21 300 $,,,,,,
7243,Bakı,Toyota,RAV 4,2010,Offroader / SUV,Yaşıl,2.5 L,182 a.g.,Benzin,153 000 km,Avtomat,Tam,Xeyr,20 900 AZN,,,,,,
7244,Gəncə,LADA (VAZ),2107,2009,Sedan,Ağ,1.6 L,75 a.g.,Benzin,198 000 km,Mexaniki,Arxa,Xeyr,6 500 AZN,,,,,,
7245,Bakı,Mercedes,Viano,2011,Minivan,Gümüşü,2.2 L,163 a.g.,Dizel,313 000 km,Mexaniki,Arxa,Xeyr,27 000 AZN,,,,,,
7246,Bakı,BMW,520,2021,Sedan,Qara,2.0 L,184 a.g.,Benzin,19 000 km,Avtomat,Arxa,Xeyr,66 500 $,,,,,,
7247,Oğuz,Ford,Transit,2011,Furqon,Göy,2.4 L,140 a.g.,Dizel,185 000 km,Mexaniki,Arxa,Xeyr,29 000 AZN,,,,,,
7248,Bakı,Toyota,Prius,2009,Hetçbek / Liftbek,Ağ,1.5 L,76 a.g.,Hibrid,156 000 km,Avtomat,Arxa,Xeyr,13 600 AZN,,,,,,
7249,Bakı,Kia,Rio,2006,Hetçbek / Liftbek,Ağ,1.4 L,97 a.g.,Benzin,185 000 km,Mexaniki,Ön,Xeyr,9 500 AZN,,,,,,
7250,Bakı,Lexus,GS 350,2010,Sedan,Ağ,3.5 L,250 a.g.,Benzin,98 900 km,Avtomat,Arxa,Xeyr,19 900 AZN,,,,,,
7251,Bakı,Lexus,ES 250,2022,Sedan,Qara,2.5 L,208 a.g.,Benzin,0 km,Avtomat,Ön,Bəli,66 000 $,,,,,,
7252,Bakı,Mitsubishi,Pajero,2007,Offroader / SUV,Gümüşü,3.0 L,178 a.g.,Benzin,154 000 km,Avtomat,Tam,Xeyr,22 000 AZN,,,,,,
7253,Bakı,Ford,Fusion,2014,Sedan,Qara,1.5 L,181 a.g.,Benzin,94 000 km,Avtomat,Ön,Xeyr,19 900 AZN,,,,,,
7254,Bakı,Opel,Astra,2006,Universal,Yaş Asfalt,1.4 L,90 a.g.,Benzin,163 000 km,Mexaniki,Ön,Xeyr,12 000 AZN,,,,,,
7255,Bakı,Mercedes,E 220,2006,Sedan,Qara,2.2 L,170 a.g.,Dizel,207 000 km,Avtomat,Arxa,Xeyr,24 300 AZN,,,,,,
7256,Bakı,Nissan,Pathfinder,2008,Offroader / SUV,Yaş Asfalt,2.5 L,174 a.g.,Dizel,235 000 km,Avtomat,Tam,Xeyr,27 500 AZN,,,,,,
7257,Bakı,Chevrolet,Cruze,2014,Sedan,Qızılı,1.4 L,141 a.g.,Benzin,239 000 km,Avtomat,Ön,Xeyr,14 000 AZN,,,,,,
7258,Bakı,Hyundai,Sonata,2017,Sedan,Yaş Asfalt,2.4 L,181 a.g.,Benzin,139 300 km,Avtomat,Ön,Xeyr,35 700 AZN,,,,,,
7259,Bakı,Land Rover,Range Rover,2011,Offroader / SUV,Qara,5.0 L,510 a.g.,Benzin,95 142 km,Avtomat,Tam,Xeyr,35 300 $,,,,,,
7260,Bakı,Kia,Sorento,2011,Offroader / SUV,Qara,2.0 L,184 a.g.,Dizel,70 000 km,Avtomat,Ön,Xeyr,26 300 AZN,,,,,,
7261,Bakı,Mercedes,C 240,1998,Sedan,Gümüşü,2.4 L,170 a.g.,Benzin,309 000 km,Avtomat,Arxa,Xeyr,9 900 AZN,,,,,,
7262,Bakı,Toyota,Prado,2010,Offroader / SUV,Ağ,2.7 L,167 a.g.,Benzin,100 000 km,Avtomat,Tam,Xeyr,26 000 $,,,,,,
7263,Bakı,Kia,Sorento,2010,Offroader / SUV,Gümüşü,2.0 L,184 a.g.,Dizel,165 000 km,Avtomat,Ön,Xeyr,25 900 AZN,,,,,,
7264,Bakı,Mercedes,C 220,1996,Sedan,Göy,2.2 L,150 a.g.,Benzin,220 000 km,Avtomat,Arxa,Xeyr,11 500 AZN,,,,,,
7265,Bakı,Hyundai,Santa Fe,2013,Offroader / SUV,Qara,2.4 L,175 a.g.,Benzin,142 142 km,Avtomat,Tam,Xeyr,33 700 AZN,,,,,,
7266,Sumqayıt,Hyundai,Sonata,2002,Sedan,Ağ,2.4 L,150 a.g.,Benzin,318 220 km,Avtomat,Ön,Xeyr,8 500 AZN,,,,,,
7267,Bakı,LADA (VAZ),2107,2011,Sedan,Ağ,1.6 L,75 a.g.,Benzin,88 354 km,Mexaniki,Arxa,Xeyr,8 000 AZN,,,,,,
7268,Salyan,Renault,Symbol,2008,Sedan,Gümüşü,1.4 L,98 a.g.,Benzin,11 000 km,Mexaniki,Arxa,Xeyr,6 200 AZN,,,,,,
7269,Bakı,Mitsubishi,Pajero,2007,Offroader / SUV,Ağ,3.0 L,190 a.g.,Benzin,251 557 km,Avtomat,Tam,Xeyr,24 600 AZN,,,,,,
7270,Bakı,Nissan,Sunny,2014,Sedan,Ağ,1.5 L,99 a.g.,Benzin,111 115 km,Avtomat,Ön,Xeyr,17 600 AZN,,,,,,
7271,Goranboy,LADA (VAZ),2107,1990,Sedan,Ağ,1.5 L,65 a.g.,Benzin,455 646 km,Mexaniki,Tam,Xeyr,2 850 AZN,,,,,,
7272,Bakı,Toyota,Land Cruiser,2013,Offroader / SUV,Ağ,4.0 L,282 a.g.,Benzin,93 000 km,Avtomat,Tam,Xeyr,43 900 $,,,,,,
7273,Bakı,Fiat,Ducato,2021,Furqon,Ağ,2.3 L,130 a.g.,Dizel,0 km,Mexaniki,Ön,Bəli,63 412 $,,,,,,
7274,Bakı,Land Rover,RR Evoque,2017,Offroader / SUV,Qara,2.0 L,240 a.g.,Benzin,38 000 km,Avtomat,Tam,Xeyr,41 000 $,,,,,,
7275,Bakı,Toyota,Highlander,2021,Offroader / SUV,Ağ,2.5 L,249 a.g.,Hibrid,0 km,Avtomat,Tam,Bəli,52 900 $,,,,,,
7276,Bakı,Chevrolet,Malibu,2017,Sedan,Ağ,1.5 L,160 a.g.,Benzin,107 826 km,Avtomat,Ön,Xeyr,20 800 AZN,,,,,,
7277,Bakı,Hyundai,Sonata,2008,Sedan,Qara,2.0 L,165 a.g.,Benzin,132 000 km,Avtomat,Ön,Xeyr,18 000 AZN,,,,,,
7278,Bakı,Renault,Logan,2013,Sedan,Ağ,1.6 L,84 a.g.,Benzin,223 436 km,Mexaniki,Ön,Xeyr,8 700 AZN,,,,,,
7279,Bakı,Yamaha,Raptor 700R,2017,Kvadrosikl,Qara,0.1 L,700 a.g.,Benzin,1 000 km,Mexaniki,Arxa,Xeyr,13 000 AZN,,,,,,
7280,Bakı,BMW,528,2016,Sedan,Qara,2.0 L,245 a.g.,Benzin,60 000 km,Avtomat,Arxa,Xeyr,22 200 $,,,,,,
7281,Bakı,Hyundai,Sonata,2015,Sedan,Yaş Asfalt,2.4 L,178 a.g.,Benzin,117 482 km,Avtomat,Ön,Xeyr,23 500 AZN,,,,,,
7282,Bakı,Lexus,LX 570,2010,Offroader / SUV,Ağ,5.7 L,383 a.g.,Benzin,150 000 km,Avtomat,Tam,Xeyr,37 800 $,,,,,,
7283,Bakı,Ford,Transit,2021,Mikroavtobus,Göy,2.2 L,155 a.g.,Dizel,12 500 km,Mexaniki,Arxa,Xeyr,74 000 AZN,,,,,,
7284,Bakı,Toyota,Prius,2009,Hetçbek / Liftbek,Ağ,1.5 L,76 a.g.,Hibrid,156 000 km,Avtomat,Arxa,Xeyr,13 600 AZN,,,,,,
7285,Bakı,Kia,Rio,2006,Hetçbek / Liftbek,Ağ,1.4 L,97 a.g.,Benzin,185 000 km,Mexaniki,Ön,Xeyr,9 500 AZN,,,,,,
7286,Bakı,Lexus,GS 350,2010,Sedan,Ağ,3.5 L,250 a.g.,Benzin,98 900 km,Avtomat,Arxa,Xeyr,19 900 AZN,,,,,,
7287,Bakı,Lexus,ES 250,2022,Sedan,Qara,2.5 L,208 a.g.,Benzin,0 km,Avtomat,Ön,Bəli,66 000 $,,,,,,
7288,Bakı,Mitsubishi,Pajero,2007,Offroader / SUV,Gümüşü,3.0 L,178 a.g.,Benzin,154 000 km,Avtomat,Tam,Xeyr,22 000 AZN,,,,,,
7289,Bakı,Ford,Fusion,2014,Sedan,Qara,1.5 L,181 a.g.,Benzin,94 000 km,Avtomat,Ön,Xeyr,19 900 AZN,,,,,,
7290,Bakı,Opel,Astra,2006,Universal,Yaş Asfalt,1.4 L,90 a.g.,Benzin,163 000 km,Mexaniki,Ön,Xeyr,12 000 AZN,,,,,,
7291,Bakı,Mercedes,E 220,2006,Sedan,Qara,2.2 L,170 a.g.,Dizel,207 000 km,Avtomat,Arxa,Xeyr,24 300 AZN,,,,,,
7292,Bakı,Nissan,Pathfinder,2008,Offroader / SUV,Yaş Asfalt,2.5 L,174 a.g.,Dizel,235 000 km,Avtomat,Tam,Xeyr,27 500 AZN,,,,,,
7293,Bakı,Chevrolet,Cruze,2014,Sedan,Qızılı,1.4 L,141 a.g.,Benzin,239 000 km,Avtomat,Ön,Xeyr,14 000 AZN,,,,,,
7294,Bakı,Hyundai,Sonata,2017,Sedan,Yaş Asfalt,2.4 L,181 a.g.,Benzin,139 300 km,Avtomat,Ön,Xeyr,35 700 AZN,,,,,,
7295,Bakı,Land Rover,Range Rover,2011,Offroader / SUV,Qara,5.0 L,510 a.g.,Benzin,95 142 km,Avtomat,Tam,Xeyr,35 300 $,,,,,,
7296,Bakı,Kia,Sorento,2011,Offroader / SUV,Qara,2.0 L,184 a.g.,Dizel,70 000 km,Avtomat,Ön,Xeyr,26 300 AZN,,,,,,
7297,Bakı,Mercedes,C 240,1998,Sedan,Gümüşü,2.4 L,170 a.g.,Benzin,309 000 km,Avtomat,Arxa,Xeyr,9 900 AZN,,,,,,
7298,Bakı,Toyota,Prado,2010,Offroader / SUV,Ağ,2.7 L,167 a.g.,Benzin,100 000 km,Avtomat,Tam,Xeyr,26 000 $,,,,,,
7299,Bakı,Kia,Sorento,2010,Offroader / SUV,Gümüşü,2.0 L,184 a.g.,Dizel,165 000 km,Avtomat,Ön,Xeyr,25 900 AZN,,,,,,
7300,Bakı,Mercedes,C 220,1996,Sedan,Göy,2.2 L,150 a.g.,Benzin,220 000 km,Avtomat,Arxa,Xeyr,11 500 AZN,,,,,,
7301,Bakı,Hyundai,Santa Fe,2013,Offroader / SUV,Qara,2.4 L,175 a.g.,Benzin,142 142 km,Avtomat,Tam,Xeyr,33 700 AZN,,,,,,
7302,Sumqayıt,Hyundai,Sonata,2002,Sedan,Ağ,2.4 L,150 a.g.,Benzin,318 220 km,Avtomat,Ön,Xeyr,8 500 AZN,,,,,,
7303,Bakı,LADA (VAZ),2107,2011,Sedan,Ağ,1.6 L,75 a.g.,Benzin,88 354 km,Mexaniki,Arxa,Xeyr,8 000 AZN,,,,,,
7304,Salyan,Renault,Symbol,2008,Sedan,Gümüşü,1.4 L,98 a.g.,Benzin,11 000 km,Mexaniki,Arxa,Xeyr,6 200 AZN,,,,,,
7305,Bakı,Mitsubishi,Pajero,2007,Offroader / SUV,Ağ,3.0 L,190 a.g.,Benzin,251 557 km,Avtomat,Tam,Xeyr,24 600 AZN,,,,,,
7306,Bakı,Nissan,Sunny,2014,Sedan,Ağ,1.5 L,99 a.g.,Benzin,111 115 km,Avtomat,Ön,Xeyr,17 600 AZN,,,,,,
7307,Goranboy,LADA (VAZ),2107,1990,Sedan,Ağ,1.5 L,65 a.g.,Benzin,455 646 km,Mexaniki,Tam,Xeyr,2 850 AZN,,,,,,
7308,Bakı,BMW,750,2011,Sedan,Qara,4.4 L,407 a.g.,Benzin,168 552 km,Avtomat,Arxa,Xeyr,19 840 $,,,,,,
7309,Bakı,Honda,Civic,2009,Sedan,Yaş Asfalt,1.3 L,95 a.g.,Hibrid,158 000 km,Variator,Ön,Xeyr,13 300 AZN,,,,,,
7310,Bakı,Mitsubishi,L 200,2010,Pikap,Boz,3.5 L,186 a.g.,Benzin,180 000 km,Avtomat,Tam,Xeyr,34 000 AZN,,,,,,
